word_uk,value,len,word_en
ранком,13,6,in the morning
рибка,13,5,fish
рисунок,13,7,drawing
рицин,13,5,ricin
різновид,13,8,variety
розглядати,13,10,consider
роздратований,13,13,irritated
розстріляти,13,11,to shoot
розумниця,13,9,smart girl
ролер,13,5,roller skate
руйнувати,13,9,destroy
сарказм,13,7,sarcasm
свинина,13,7,pork
свист,13,5,whistle
свідчити,13,8,testify
серійний,13,8,serial
силен,13,5,strong
ситий,13,5,satisfied
скафандр,13,8,armor
слідчий,13,7,investigator
служка,13,6,maid
смачне,13,6,delicious
смішне,13,6,funny
сова,13,4,owl
спадщина,13,8,heritage
спаситель,13,9,Savior
спектр,13,6,spectrum
співробітник,13,12,employee
спільний,13,8,joint
спільнота,13,9,community
сплатити,13,8,to pay
сподобатися,13,11,like
спуск,13,5,descent
стадіон,13,7,stadium
стегно,13,6,thigh
стимулювати,13,11,stimulate
сумочка,13,7,handbag
сценарист,13,9,screenwriter
таємничий,13,9,mysterious
танцівниця,13,10,dancer
таро,13,4,tarot
тестів,13,6,tests
тістечко,13,8,cake
торік,13,5,last year
трагічно,13,8,tragically
трейлер,13,7,trailer
трикутник,13,9,triangle
туди-сюди,13,9,back and forth
тьху,13,4,Ugh
удвічі,13,6,twice
улюбленець,13,10,favorite
утру,13,4,morning
учасник,13,7,member
фарба,13,5,paint
феномен,13,7,phenomenon
феррарі,13,7,Ferrari
фішка,13,5,counter
фотоапарат,13,10,camera
фрукт,13,5,fruit
хв,13,2,min
хіт,13,3,hit
хрестик,13,7,dagger
цукерок,13,7,sweets
чайові,13,6,tip
чека,13,4,check
чоло,13,4,forehead
чутливий,13,8,sensitive
чуття,13,5,flair
шалений,13,7,frantic
шана,13,4,honor
шепіт,13,5,whisper
шмата,13,5,piece
шнур,13,4,cord
шовк,13,4,silk
шофер,13,5,driver
щасливчик,13,9,lucky guy
щосили,13,6,with all my might
що-що,13,5,something
являтися,13,8,to appear
якнайдалі,13,9,as far as possible
як-небудь,13,9,somehow
ярмарок,13,7,fair
яхта,13,4,yacht
абонент,12,7,subscriber
арештований,12,11,prisoner
бабуня,12,6,granny
багацько,12,8,richly
бажано,12,6,preferably
бард,12,4,bard
батарейка,12,9,battery
бац,12,3,bang
бенкет,12,6,feast
бідність,12,8,poverty
бінокль,12,7,binoculars
біологія,12,8,biology
благодать,12,9,grace
благородний,12,11,noble
близькість,12,10,proximity
блиск,12,5,shine
блюз,12,4,blues
боженько,12,8,oh my god
боулінг,12,7,bowling
броня,12,5,armor
вал,12,3,shaft
валити,12,6,fell
вберегти,12,8,save
ведучий,12,7,driving
везіння,12,7,luck
везунчик,12,8,lucky guy
велетенський,12,12,gigantic
великдень,12,9,Easter
вибухнути,12,9,burst
видалення,12,9,removal
видих,12,5,exhalation
виносити,12,8,to carry out
вирватися,12,9,to break out
висів,12,5,seed
вислати,12,7,to send
вистежити,12,9,hunt down
відбити,12,7,repel
відірвати,12,9,to tear off
відсік,12,6,compartment
віз,12,3,cart
вірніше,12,7,rather
вірогідність,12,12,probability
віслюк,12,6,donkey
вітати,12,6,welcome
вказати,12,7,to indicate
воістину,12,8,truly
вороття,12,7,door
впевнитися,12,10,to make sure
вплинути,12,8,to influence
втрутитися,12,10,to intervene
вуаль,12,5,veil
гав,12,3,wow
газон,12,5,lawn
галерея,12,7,gallery
гарантія,12,8,guarantee
гарячка,12,7,fever
герман,12,6,German
героїн,12,6,heroin
гірчиця,12,7,mustard
глорія,12,6,Gloria
гнити,12,5,rot
горою,12,5,mountain
граний,12,6,played
грішник,12,7,sinner
ґрунт,12,5,soil
давній,12,6,ancient
двоюрідний,12,10,cousin
дедалі,12,6,increasingly
демократія,12,10,democracy
диктор,12,6,announcer
дітлахи,12,7,kids
дітях,12,5,children
довідатися,12,10,learn
допитувати,12,10,interrogate
доправити,12,9,to deliver
дорн,12,4,Dorn
дорогоцінний,12,12,precious
досадно,12,7,annoying
дошка,12,5,board
дратувати,12,9,irritate
дуель,12,5,duel
душно,12,5,hot
дюна,12,4,dune
експедиція,12,10,expedition
ет,12,2,et
жорстокість,12,11,cruelty
заарештований,12,13,arrested
завдавати,12,9,cause
завивка,12,7,wave
заволодіти,12,10,to take possession of
завтрашній,12,10,tomorrow's
займати,12,7,occupy
залагодити,12,10,to settle
залякати,12,8,to intimidate
замерзнути,12,10,to freeze
замкнений,12,9,closed
запасний,12,8,spare
заповнений,12,10,full
засудити,12,8,condemn
зачарований,12,11,fascinated
зберемо,12,7,let's collect
зимою,12,5,in winter
зіткнутися,12,10,to collide
зліт,12,4,rise
зречення,12,8,renunciation
іменини,12,7,name day
індустрія,12,9,industry
іспанська,12,9,Spanish
кайдани,12,7,shackles
календар,12,8,calendar
каньйон,12,7,canyon
капля,12,5,drop
капсула,12,7,capsule
кб,12,2,kb
клин,12,4,wedge
ковдра,12,6,blanket
козли,12,5,box
колекція,12,8,collection
колонія,12,7,colony
комета,12,6,comet
конденсат,12,9,condensate
кондомініум,12,11,condominium
контрабандист,12,13,smuggler
крем-брюле,12,10,creme brulee
кріт,12,4,mole
кровотеча,12,9,bleeding
круглий,12,7,round
культ,12,5,cult
липка,12,5,sticky
лихий,12,5,evil
ліві,12,4,left
літр,12,4,liter
ловець,12,6,hunter
люкс,12,4,suite
мадера,12,6,madeira
мадригал,12,8,madrigal
маестро,12,7,maestro
манікюр,12,7,manicure
марафон,12,7,marathon
маркіз,12,6,marquis
матка,12,5,uterus
маячок,12,6,lighthouse
механік,12,7,mechanic
мі,12,2,E
мінет,12,5,blowjob
монах,12,5,monk
моральний,12,9,moral
мс,12,2,ms
мутаген,12,7,mutagen
навзаєм,12,7,mutually
навколішки,12,10,on your knees
найважливіший,12,13,most important
найцікавіше,12,11,the most interesting
насамперед,12,10,first of all
нація,12,5,nation
низ,12,3,bottom
носилки,12,7,stretcher
оболонка,12,8,shell
обряд,12,5,ritual
од,12,2,from
онде,12,4,there
оп,12,2,op
опанувати,12,9,to master
оперативник,12,11,operative
оригінальний,12,12,original
оточені,12,7,surrounded
паб,12,3,pub
падлюка,12,7,scoundrel
пазл,12,4,puzzle
панама,12,6,Panama
папуша,12,6,papushka
партизан,12,8,partisan
пат,12,3,stalemate
пах,12,3,groin
переговорити,12,12,to negotiate
перекласти,12,10,translate
перерізати,12,10,to cut
переробити,12,10,to rework
переходити,12,10,move
пилосос,12,7,vacuum cleaner
пильнувати,12,10,guard
підібратися,12,11,to get close
підкоритися,12,11,to obey
пі-пі,12,5,pee-pee
плакса,12,6,cry-baby
плівка,12,6,film
податок,12,7,tax
покликання,12,10,calling
покрити,12,7,to cover
політик,12,7,politician
поліціянт,12,9,policeman
получалось,12,10,it worked out
полюбити,12,8,fall in love
помацати,12,8,to feel
помістити,12,9,put
попасти,12,7,to get caught
поправка,12,8,amendment
порівнювати,12,11,compare
порожньо,12,8,empty
порося,12,6,piggy
порядний,12,8,decent
поспілкуватися,12,14,to chat
потиснути,12,9,to shake
потягнути,12,9,pull
прагнути,12,8,strive
пральня,12,7,laundry
прибити,12,7,nail
привітання,12,10,greeting
призвести,12,9,to lead
призначити,12,10,to appoint
прикривати,12,10,cover
прикрити,12,8,to cover
припинення,12,10,termination
причастя,12,8,Communion
пробитися,12,9,break through
програвач,12,9,player
прогулянка,12,10,walk
прохолодно,12,10,cool
проявити,12,8,show
пхати,12,5,poke
рація,12,5,sense
репліка,12,7,replica
рибалити,12,8,fish
рима,12,4,rhyme
роба,12,4,wrapper
родовід,12,7,pedigree
розвага,12,7,entertainment
розгадати,12,9,to solve
роздобути,12,9,to obtain
розігнати,12,9,disperse
розлючений,12,10,furious
розряд,12,6,discharge
розчаровувати,12,13,disappoint
рукопис,12,7,manuscript
румпель,12,7,tiller
світловий,12,9,light
святість,12,8,holiness
священний,12,9,sacred
сердечно,12,8,cordially
середа,12,6,Wednesday
сич,12,3,owl
сквер,12,5,square
скиглити,12,8,whine
скорбота,12,8,sorrow
скуштувати,12,10,taste
собача,12,6,dog's
сокира,12,6,ax
солодке,12,7,sweet
сорока,12,6,forty
союзник,12,7,ally
спецагент,12,9,special agent
споживання,12,10,consumption
справедливий,12,12,fair
